reviewer,rate,review,movie_title
직한,3.5,남는건 통닭뿐이지만웃겼으니 되었다.,극한직업
namsmore,3.5,오랜만에 빵빵터짐ㅋㅋ류승룡찌 또 말아먹나했는데 좀비처럼 다시살아남ㅋㅋㅋ,극한직업
U2,3.5,이겼닭! 오늘 저녁은 치킨이닭! 🍗2019년 01월 29일에 봄.,극한직업
CMKworld,3.0,또 한 편의 설 특선영화,극한직업
지수_evol,3.0,한두 번은 먹겠는데 이 정도 맛으로 프랜차이즈점 확장할 수 있겠어? (열악한 상황에서 악전고투하는 정의의 경찰과 자영업자들 힘내시라!),극한직업
박준재,5.0,호이가 계속되면 그게 둘리인줄 알아요,부당거래
이재익,5.0,한국영화중 가장 치밀한 전개. 이런게 진짜 수작,부당거래
준형,5.0,류승완 감독이 이 영화를 만들고나서 업계 관계자들로부터 가장 많이 들은 말은 “현실은 더해요” 였다고 한다.,부당거래
이동진 평론가,4.0,류승완의 선전포고.,부당거래
배귤,4.0,주옥 같은 대사들이 밤식빵의 밤보다 많다.,부당거래
쵸시,4.0,알리바이영어로써봐이개새끼야,부당거래
초밥학살자,4.0,장기판에 선과 악이 어디 있겠는가. 졸과 왕이 있을 뿐.,부당거래
안득춘,4.0,"마지막장면에서 장인어른이 ""조만간 연예인 마약사건 크게 하나 터질거야. 그때까지 조용히 있어""라는 대사가 지금 우리 사회에서도 계속 통용돼서 안타까우면서 소름돋음스포일러가 있어요!! 보기",부당거래
Noah,4.0,대한민국 甲이신분들에 대한  한국영화의 중지같은영화。,부당거래
filmaholic9,5.0,"<영화 속에 등장한 '부당거래'의 모습들> 1. 이동석 vs 장석구 -> 장석구 승(초보적 단계의 부당거래) : 비교적 쉽고 간단한 원리로 이루어진다. 줬던 걸 도로 뺏으면 된다. 2. 장석구 vs 최철기 -> 최철기 승(발전한 단계의 부당거래) : 주지도 않은 걸 빼앗는다(목숨을). 이로써 자신에게 불리했던 거래를 한방에 역전시킨다. 3. 최철기 vs 주양 -> 주양 승(최고의 부당거래) : 무기가 되지도 않을 무기(배우인 줄 알았던 진범)로 싸워서 이긴다. 또한 앞선 두 사람과는 달리, 아무런 후유증도 없이 승자의 여유를 만끽한다. 흥미로운 점은 이동석은 장석구에게(쓰레기장에서), 장석구는 최철기에게(다리 밑에서), 최철기는 주양에게(술집에서) 무릎꿇는 장면이 각각 한 번씩 나온다는 것이다.",부당거래
청비,4.5,결국 살아남은 인물이 누구였나가 이 영화의 포인트.,부당거래
HGW XX/7,4.0,과거엔 영화같던 이야기가 지금은 현실에 더 와닿는 이야기가 되었다. 요즘 개봉했다면 당시보다 두배는 더 흥행하지 않았을까?,부당거래
퀭나미,4.0,더 나쁜놈이 더 잘산다.,부당거래
오늘은너에게로,4.5,"경찰, 검찰, 언론, 재계의 추악한 면이 여전히 존재하는, 우리 사회는 부당사회.",부당거래
챠챠,4.5,제목 한 번 잘지었네. 미친 각본. 미친 연기력. 촥촥 꽂히는 대사들이 왜이리 많을까,부당거래
거리에서,3.5,"더 높이 올라갈수도 없고, 그 자리에 머무르게 두지도 않는 사회.",부당거래
그라시아스,4.0,이렇게  숨 쉴틈없이 재밌는 영화는 오랜만이다황정민과 류승범의 신들린 연기감칠맛나는 대사효율적인 편집말하고자 하는 바도 분명하고 오락영화로서 재미도 충분히 있다류승완 감독을 넘어 한국영화 중에서는 아주 수작에 속한다고 생각한다 이걸 지금에서야 보다니...한국의 현실이 여실히 투영되어 있어서 불편하기도 하지만...부패한 놈들은 어디든 생겨 나는법이다 승진과 권력에 눈이멀어 범죄를 저지르는 부역자들과 한배를 탄 인물들이 상당히 많다,부당거래
Jay Oh,3.5,"첫 총성부터 두루두루 쫄깃한 부조리.Justified excitement, elaborate execution.",부당거래
영화에 진심인 망고의 주관적인 리뷰,4.0,"부패한 사회와 부당한 현실, 날카롭게 화두를 꽂는 류승완의 칼.",부당거래
조씨,3.5,"""호의가 계속되면은 그게 권리인 줄 알아요."" (류승범/주 검사 역) 부당거래에 대한 우리의 호의는 언제부터 시작됐나.",부당거래
아휘,4.0,"쫄깃 대사 되씹는 맛만으로도~!아니, 일을 좀 쉽게 하지.잘못했으면 사과를 진심어리게 하셔야지.호의가 계속되면 권리인 줄 알아.아 증말 다들 열심히들 산다 열심히들 살어.",부당거래
예린,5.0,"이야기가 아주 꼼꼼하고 촘촘하다.제목부터 각본, 대사, 배우들까지 일류 주방장 솜씨임이정도로 퀄리티 있는 한국영화는 흔치 않은데... +류승범은 소처럼 일했으면 좋겠음 짱짱맨",부당거래
동구미,4.5,"중반까진 그저 그랬는데 마지막 30분의 플롯에 놀랐다.캐릭터 참 잘 쓴 듯. 전형성에서 탈피하고자 한 것만으로 큰 의의를 갖는다. 마동석 캐릭터의 극 중 기능이 감탄스러웠다.왜 저 딴 거 가지고 서로 죽이고 싸우고, 너무 과하다 라는 생각이 들게끔 하는 게, 이 영화가 두드러지는 부분인 듯.그래도, 얼기설기 얽힌 얕은 이익관계들이 인물 행동의 근거가 되기엔 다소 설명 부족이었다는 느낌.-역시 류승범이 오바할 때가 세상에서 제일 웃기다 진짜. 그리고 이성민 배우 말투 너무 흡입력 있고 좋다. 몇 번 돌려 봄ㅜㅜ",부당거래
바케인,5.0,"""우리나라는 말이야아무리 쳐 죽일 짓거리를 하더라도미친놈은 사형을 시키지 않아""다시 봐도 진리네요대사 또한 지리구요",부당거래
무민,4.0,우리나라에 이런 작품이 있었다니..!연기/각본/연출 다 굉장하다...,부당거래
최대한,4.0,까고 보니 연극이 아닌 다큐멘터리결국 부당한 거래에서 이익을 보는 쪽은배후의 더러운 공생 관계를 떼어 낼 힘 또는 운을 가진 자,부당거래
이가은,3.5,구린 놈들끼리 누가 더 구데기 냄새 많이 풍기나 배틀 뜨던 상관 없는데 니들끼리만 해..,부당거래
신상훈남,4.5,"그냥 재미있는 영화인 줄로만 알았는데, 이렇게 다시 몰입해서 보다 보니까 소름이 끼친다. 전개, 내용, 결말, 음향, 연기 영화 안에 내재되어 있는 것들이 하나도 빠짐없이 충격적이며, 영화가 끝난 후에도 공포 분위기를 조성하는 배경음악은 아직도 내 귓바퀴를 맴도는 것만 같다. 류승완 감독판 범죄물의 순한 맛이 <베테랑>이라면, <부당거래>는 심히 매운 맛이다. 류승완표 청불 영화도 내 마음에 쏙 들었다. 앞으로 이런 작품을 더 많이 만들어주셨으면 하는 바람이다.                                               최철기 반장은 '정'이 참 없다. 그렇기에 일처리를 깔끔하게 해내는 것일지는 몰라도, 인간적인 구석들이 더 있었더라면 수없이 일어난 불상사를 조금이나마 막아낼 수 있지 않았나 싶다. 장석구, 주 검사, 이동석, 대호를 제외한 부하직원들- 살갑게 관계를 유지해도 될 텐데 굳이 적개심을 생성하여 주위에 적을 늘리는 그의 태도가 조금 아쉬웠다. 다른 사람들은 죄를 많이 저지르는 최철기 반장의 편을 들어주고 싶지 않았을 수도 있지만, 나는 영화가 끝날 때가지 그를 응원했다. 카리스마 넘치고 군더더기 없는 일처리 능력이 매력적이었다고 생각한다.                                                                                   이동석의 부검 결과서를 확인하는 장면은 정말 역대급으로 충격적이다. 진짜 이건, 내가 <쏘우 1>을 봤을 때 이런 느낌이었는데, 예상치도 못한 반전이 주는 전율은 다른 느낌들과는 비교도 안 되게 짜릿한 거 같아서 너무 좋다. 쉽게 머릿속을 떠나지 않아 오랫동안 간직할 수도 있고 그만큼 여운도 굉장히 짙다. 진짜 범인을 데려다가 무의미한 노력들을 끝냈을 때 최 반장이 느꼈을 회의감은 어땠을까. 그 뒤로 몰려오는 공허함들이 여태까지 겪었던 각종 스트레스보다 더 고통스러웠을 것 같다.                                                                               이동석이 계속 가엾게 보이다가, 어느 순간 그가 혐오스러워진다. 인간의 마음은 그 어떤 것보다도 간사하다. 국민의 입장에서 기사로 접한 그는 끔찍한 범죄자였을 뿐이겠지만, 영화로 보는 우리들의 시각은 조금 달랐다. 전과자라는 프레임 때문에 없는 죄를 뒤집어 씌운다는 것은 아주 나쁜 행위라는 걸 알기에, 그냥 가엾어 보였다. 그러나 영화가 끝난 후 떠올려지는 이동석의 이미지는 정말 끔찍하다. 내버려뒀다면 또 다른 피해자가 나왔을 거란 생각에 화가 난다. 최근 들어 악한 인간들로 인해 일어나는 여러 사건들 때문인지, 그들과 같이 살고 있는 이 세상이 가끔은 한탄스럽다.",부당거래
098,5.0,"마냥 선하고 악한건 재미가없다. 팽팽한 신경전이 벌어지고, 선악의 구분이 무의미해지고, 오해와 음모가 꼬여 거대한 아수라장이 되어야 관찰자로서 흥미가 생기는 법이다. 이 영화가 그렇다. 치밀하게 싸우는, 정말 잘 만든 비극이다.",부당거래
JE,3.5,"완벽한 오락성과 불편한 핍진성. 고발일까? 흥미진진한 이야기가 만들어내는, 부당한 권력의 쾌감은 오히려 관객의 욕망을 자극하고 시험한다. 액션과 리액션 사이에서 밀착과 관망을 오가던 관객은 장르적인 쾌감뿐만 아니라 고고한 비판 의식마저 거머쥔다. 말하자면, <부당거래>는 관객을 연루자인 동시에 최종 승리자로 만든다. 현실 비판 혹은 풍자라는 기능적인 알리바이로 감싼, 관객과 영화 사이에 이루어진 부당거래다.",부당거래
OverMind,4.0,"부정부패, 사회의 부조리의 메세지를 배우들의 열연으로 액션하나없이 속도감있고 흡입력있는 전개와 짜임새있는 구성이 돋보이는 수작, 영화가 아니다. 이것이 우리 현실이다...",부당거래
임판호,4.0,"한국 범죄영화 발전에 한보 전진.덧! 스토리,연출,연기 삼박자가 좋은 류승완감독의 최고작.",부당거래
heetai,4.0,파국을향한 불편하고도 흥미진진한 이야기.,부당거래
송창석,3.5,"유시민은 우리 사회의 부정부패가 이미 고도화 돼 있다며 이번 진경준 사건은 빙산의 일각이라고 못박았다.“기업에서 일찍부터 관리한다. 연수원생부터 관리들어간다. 요직으로 갈 사람들을 기업들이 미리 판단하고 다 관리한다.”고 말했다.이후 그 예로 부당거래, 내부자들 등의 영화를 예로 들었다. - 7월 14일 JTBC 「썰전」 중..스포일러가 있어요!! 보기",부당거래
다솜땅,3.0,그리 유쾌한 내용은 아니네.. 경찰비리 검찰비리.. 이미 신뢰받지 못하고 있는 상황. 어디까지 나빠질까?! 세상은 요지경.,부당거래
Magnolia,4.0,놀랍도록 치밀하고 놀랍도록 비열하며 놀랍도록 아프다.,부당거래
BIGMAC_bro,4.0,"몇 사람이 죽어나가고 난리 염병을 쳐놔도“곧 아빠될 사람이, 어깨 쭉 펴 이사람아~”로 대수롭지않게 마무리되는 부패한 권력상층의 민낯.* ‘양아치’ 전문에서 ‘양아치 검사’ 로 레벨업 된류승범의 케릭터가 큰 재미요소 ㅋ",부당거래
D.K.o.V,4.5,"인간은 불의는 참지만, 불이익은 참지 못한다.",부당거래
신동연,4.5,몇없는 완벽한 범죄영화,부당거래
제시,3.0,두 시간동안 영화를 가득 채운 부조리에 대한 비웃음,부당거래
JoyKim,4.0,자신의 이익만을 위해 싸우는 사람들.선역은 없고 악역만 난무하는 세상.근데 그게 한국이야.,부당거래
달그림자,3.5,소름끼치는 대사와 연출력. 현실을 찰지게 담았다. 개봉 당시에는 설마 이 정도겠어 했는데 요즘 뉴스를 보면 리얼리티 느와르.,부당거래
최성찬,4.5,한국영화에는 이런 소재와 스토리가 많다.하지만  어차피 최고는 부당거래.,부당거래
베로니니,4.0,부당한 사회에서 싹이 핀 부당거래. 잘라도 피어나는 돈꽃. 썩은 곳만 잘라내도 퍼져 가는 버섯 포자처럼 전이 되는 암보다 강력한 나쁜 놈들. 사회를 통채로 난도질 해가며 살아갈 놈,부당거래
강중경,5.0,"""승진에 대한 욕망은 이렇게나 덧없는 거요.""라며 승진누락자들에게 인사팀이 달래며 단체상영하기 좋은 영화.차린 밥상에 숟가락만 얹히면 되는데, 한입 뜨지도 못한채 입벌리고 봤다.10년만에 다시봤는데도 이렇게나 다시 빨려들어간다.",부당거래
진짜루?,5.0,영화같은 영화가 있고 현실과같은 영화가 있다. 이 영화는 완벽하게 후자인지라 너무슬프다. 그래서 더 몰입이 잘된지도.. 부당한일이계속되면 그게 당연한줄 알고 이에 둔감해 지나보다.,부당거래
양현석,4.0,돈과 권력 앞에 무너진 정의 현실의 거대한 부조리 라는 그림자에 먹혀버린 정의 . . .처음부터 나쁜 마음먹고 경찰 검찰이 되진 않았겠지...,부당거래
차지훈,4.0,높은 곳으로 올라가기 위해 더러워 질 수 밖에 없는 신기한 사회,부당거래
염간지,3.5,류씨 형제가 만나면 그 시너지 효과는 배가 된다,부당거래
쯔욧,3.5,한번 꼬이기 시작한 실타래는 쉽게 풀리기 어려운 법이지. 매듭을 풀다가 결국에는 잘려 나갈 수 있는 것이고...,부당거래
웅이,4.5,까고싶은거 다 까면서 치밀하고 흥미진진하게 흘러가는 전개,부당거래
Mashimaro,4.5,"같은 두 그림을 놓고 다른 그림이라 생각한 두 사람이 서로 다투며 틀린 그림찾기를 하다가 다르다고 생각한 곳을 이곳저곳 눌러보다 같은 그림인 것을 결국 알고나서 게임이 끝나버린  A, 그리고 두 그림을 비교만 하다가 결국 같은 그림이라는 것을 알고 가만히 다음 게임을 준비하며 살아남는 B..정밀함과 치밀함, 짜임새있는 도마뱀 꼬리물기, 그리고 황정민과 류승범, 그리고 유해진의 이게 현실이다라는 것을 연기로써 보여준 영화",부당거래
Daydream,3.5,진짜 각본 자체가 너무 재밌는데배역들이 미친듯이 잘살림,부당거래
박진욱,3.0,"“류승완 감독의 안일한 공산품”  과연 류승완 감독의 정치적 영화인가? 나는 아니라고 본다. 대한민국 사회 권력층의 민낯을 파헤쳐 비판하기 보다 되려 권력의 자장(磁場)과 힘겨루기를 그린다. 다시 말해 이건 또 하나의 류승완표 액션 영화이자 오락 영화다. 그래서 나는 이 영화의 수많은 허점만큼이나 안전한 길을 택한 류승완 감독의 태도가 아쉽다.  아동 성폭행과 연쇄 살인 사건은 영화의 기본 설정과 시작, 혹은 인물들이 ‘부당거래’에 개입하는 계기로만 잠깐 소비될 뿐 사실상 극이 진행됨에 따라 상관관계가 희미해진다. 또한 최철기(황정민) 캐릭터를 구축하는 과정에 있어 모순적이고 이율배반적 태도를 취한다. 소위 ‘식구’라는 대한민국 특유의 조직문화를 내세우며 부하직원들에게 부정부패를 철저히 단속하는 최철기(황정민)가 오히려 자신의 매제(송새벽) 때문에 ‘부당거래’에 찰나의 고민없이 응한다는 건 상식적으로 이해가 되지 않는다. 여기에 의문을 제기할 관객을 의식했는지 바로 다음 장면에 여동생의 작고 오래된 미용실 풍경을 카메라로 비춰주며 이를 은근슬쩍 묵인한다.  이처럼 다소 클리셰적이고 뻔한 의도로 완성된 모든 인물들이 각자 맡은 제 역할을 충실히 수행하고, 최종적으로 잘 정돈된 영화의 반전으로 퇴장하는 건 허탈한 기분마저 들게 만든다. 장르적 관성 아래 캐릭터의 희극을 잘 녹여 격렬한 심리 액션을 표현한 건 분명 류승완 감독만의 뚜렷한 인장이자 매력이다. 하지만 그 이상, 이야기의 깊이와 다양한 삶의 결을 다루는 영화의 시선이 어디까지나 ‘액션 키드’에 머물러 있는 것도 그의 팬으로서 아쉽다.",부당거래
제프박,4.0,단순한 오락영화인듯 보이지만 부조리한 이 대한민국의 현실을 통쾌하고 신랄하게 비판해주는 굉장히 힘있는 오락영화.,부당거래
영화봤슈,3.5,자본과 법의 친밀한 관계.,부당거래
지인,3.5,"개인적으로 이 작품의 핵심이라 느낀 후반 마동석의 외침""... 우리가 이러면 안 되잖아요!!!""",부당거래
Hoon,4.0,팔방미인같은 영화.,부당거래
진태,4.5,악도 없고 선도 없는CGV 강변,부당거래
선우,5.0,이게 류승완 형제다!,부당거래
차칸수니리,4.5,류승범의 최고 연기를 볼 수 있다. 이야기의 짜임새가 한국 영화에서 흔하게 볼 수 있는 종류가 아니다.,부당거래
휘리릭,4.0,부당거래에서 자유로운 자 그 누구인가?모두가 부당하다고 부당한 것이 당연한 것은 아니다.,부당거래
Indigo Jay,3.5,"* 2010.11.6 조조로 보고 포스팅했던 감상문류승완 감독 스타일 웰메이드 누아르였다. 누가 악하고 누가 선하다는 이분법이라기보다 이 치열한 사회에서 살아 남으려고 안간힘을 쓰는 사람들의 생존에 관한 ""부당한 사회에서 벌어지는 부당한 거래""스타일리쉬한 화면이 먼저 눈을 끌었는데 법원의 푸른 색 건물을 롱샷으로 잡은 카메라는 앤드류 니콜 감독의 <가타카> (1997)를 연상시켰다. 류승범이 오랜 만에 들뜨지 않은 절제된 연기를 보여 주었고 황정민과 유해진은 역시 믿음직했다. <이끼>에서 작은 역을 맡아 아쉬웠던 유해진을 여러 씬에서 볼 수 있어서 좋았다. 한강 교각 아래에서 황정민이 유해진을 구타하는 류승완표 액션씬은 리얼했다. 세 주연 배우의 앙상블 연기가 일품이었다. <놈.놈.놈.>에서 처음 만났던 마동석의 우직한 연기도 눈에 띄었다. 충분한 개연성을 가지고 전개된 플롯이 짜임새있었다. 그런데 씁쓸한 결말이다. 출구가 보이지 않는 사람에게 너무나 잔인했다.",부당거래
언논논,4.0,- 류승완 감독님의 필모 중 가장 이질적인 영화가 커리어 하이가 될 줄이야,부당거래
최형우,4.0,"플롯은 변화구, 메시지는 직구,재미와 의미 모두 잡아낸 작심하고 만든 영화!그러나 우린 이보다 더한 영화를 매일 본다.(2021.06.10.)",부당거래
JJ,4.0,"갸갸 갸고 갸갸 갸인 세상.한편으로는 인과응보, 한편으로는 불공정함이 공존하는 모순이 가득한 게 바로 현실.",부당거래
Yeoli,4.0,1. 최철기를 보며 왜 나는 직장인의 애환을 느껴야 하는가.2. 가장 날이 벼려진 류승완의 칼.,부당거래
박병욱,4.5,두번정도는 봐야할것같아서 지금 또다시 봤다대한민국이라서 더욱 공감되는 스토리너무나도 탄탄한 배우들 마지막 류승범의 벗어나기 위한 연예계까지 너무나도 치밀하고 치졸하고 얻기위해 모든것을 하는 한국사회상을 그려냈다사회에는 동료따위 없고 왕과 부하만 있다는 것을 보여주고있다,부당거래
유지혁,4.5,판을 짤 줄 아는 작가. 판을 벌릴 줄 아는 감독. 판에서 제대로 날뛰는 배우들.,부당거래
이대해,3.5,"공무원 세계에  전해오는 명언이 있다. 뭐냐구? <퇴직하면  지나 내나 뒷방 늙은이 되는거  뻔한데, 사무관, 서기관  퇴직이면 어떻고, 늙은 주사 퇴직이면  어떤가? 욕심을 버려 몸을  편안케 함만  못하다> 더불어 감독 이름자는 기억해 둘만하다.",부당거래
바나나우유,4.0,"류승범, 황정민의 연기 보는 맛. 명대사도 많이 만들어냈지. 호이가 계속되면 그게 둘리인줄 알아.",부당거래
재원,4.0,"류승완과 박훈정이 본격적으로 무너뜨린 영화와 현실의 경계.ps. 빈틈 없는 연기,연출,각본에서 나오는 압도적 몰입도.",부당거래
에치양,4.0,명연기 속에서 춤추는 명대사들,부당거래
Jay,3.5,부당거래가 허당거래였다. 그게 뽀록나서 또 다른 부당거래가 이뤄지니까 결국 그게 또 뭐겠어요? 하면서 끝나는 통쾌함.,부당거래
YH,4.0,"""호의가 계속되면 그게 권리인 줄 알아요""라는 대사로 유명한 검찰과 경찰 권력의 부조리함을 날카롭게 보여주는 작품. 여러 사건들을 떠올려보면 영화의 내용을 허구로만 보기 힘들어지고, 오히려 현실이 더 할 수도 있겠다는 생각도 든다. 결말에 등장하는 검찰청 장면은 '부당거래'의 대표 장면이라 하고 싶을 정도로 기억에 남는다. ""어깨 쭉 펴 이사람아""..",부당거래
이준성,4.0,"미친건가... 대박이다!오랜만에 진짜 재밌는 영화 봤네언론, 검찰, 경찰 모두가 엮여있는 더러운 현실을 이렇게 재밌게 그려내다니... 각본도 너무 잘썼고 연출은 말할것도 없다!나중에 또 보게 될 것 같은 영화...",부당거래
박준영 (영화 담다),4.5,이런일이 왜 일어났는지에 대한 한심함과 또 다른 사회에 대한 아픔이 보인다.,부당거래
breathtaking!,4.5,소름끼치도록 무서운 현실 반영의 결정체,부당거래
MANgSOC,4.0,"욕망으로 치달아 멈출줄 몰랐던 부당한 거래들. 영화속 이야기로만 그친다면 좋았겠지만, 현시창이라는 게 더 안타깝다.",부당거래
문준모,5.0,"나쁜놈들은 잘 살고, 더 나쁜 놈들은 더 잘 산다. 마지막에 대마초 사건 갖다가 묻으려고 터뜨리려는 거 보면 이 나라의 현실이 어김없이 드러나는 영화.",부당거래
라이언,4.0,각본은 한국영화중최고인듯,부당거래
슥삭,4.0,돈과 권력을 가진 자에게 권선징악은 개소리일 뿐,부당거래
이상우,4.0,사회고발 영화엔 바로 이런 외피가 필요하다,부당거래
차한잔,4.5,충무로의 열차는 멈추지 않아!뜨거웠던 러닝타임 2시간.,부당거래
종진,4.0,"류승범, 유해진 아주 제대로 물 맜났네. 영화는 오락성과 풍자까지 다 잡았네.",부당거래
워노워노,4.0,누군가 했던 말이 떠오른다. 법 공부는 법을 어기기 위해 하는거라고.,부당거래
이륜경,4.0,류형제 매력쟁이,부당거래
김재형,5.0,2시간짜리 풍자만화,부당거래
후디캣,4.0,대한민국 모든 구린 양반들의 가면을 벗긴다면,부당거래
수ㅍ,4.5,그들에겐 그 모든 거래들이 부당하지 않았겠지.,부당거래
김태완,4.0,"현대의 부조리, 나오는 것은 헛 웃음뿐",부당거래
brisa,4.0,"대한민국이 왜학연, 지연, 혈연에 매달리는가에 대하여.",부당거래
나홍진,5.0,완벽하다이만한 한국영화가있는가,부당거래
문창승,4.0,치밀한 서사와 날카로운 통찰력의 만남.,부당거래
박송이,4.0,썩고 문드러져가는 땅 위에 마지막 하늘은 소름끼치도록 해맑았다. 아무일 없었다는듯이.,부당거래
Dongjin Kim,4.0,류승완이 보여주는 것을 사람들이 보기 시작했다.,부당거래
이의현,4.5,"이야기꾼 박훈정의 미친 존재감이 폭발하다. + 영화를 다 보고 난 뒤, 크레딧에 새겨진 배우 하나하나, 스텝 하나하나 정독할 수밖에 없는 영화. (주진우 발견은 덤 ㅎ)",부당거래
JY,3.5,좋긴한데 뭐가 그렇게 찝찝하네보여줄게 많았는지 흐름조절이 아쉽,부당거래
송홍근,4.0,확실히 임팩트있고 대중의 입맛을 잘 사로잡은 영화.,부당거래
소나무,4.0,"검찰과 경찰, 부패와 부패 그리고 강력범죄, 더러운 바닥 밑의 밑바닥까지",부당거래
이혜원,3.5,"왜 유명하고 자꾸 회자되는지는 알겠지만 요즘에 나왔다면 대사 오글거린다고 반응 안 좋았을 듯.디파티드 같은 멋도 있고대사는 뻔해도 전개는 뻔하지 않게 가는 매력도 있다. 그런데보다보면 국선변호사가 자기가 이 사건으로 30만원 받는다고 투덜대는 장면이 나오는데 거기서 이 영화의 과한 바이브가 감지되었다.오만사람이 다 악인이어야 속이 시원한.검사역 류승범은 건들거리는 말이 숨쉬듯이 계속 나와서 정신감정 받아야 할 듯 하고.끝나기 20분 전쯤에 등장하는, 차례로 세 사람이 죽는 씬의 몰입도가 상당했고 이후로도 마무리까지 재밌었다.해석의 여지가 있어서 사람들이 계속 이야기하는 영화가 아닐까한다. 나는 쉽지 않더라.",부당거래
최진욱,4.0,"부당한 거래가 성공한 거래가 되는 요즘, 사회의 디테일한 맛이 잘 살아있으면서도 날이 갈수록 영화에나 나올 법한 일들이 진짜로 벌어지는 씁쓸한 뒷맛.",부당거래
Santorini,4.0,"류승범의 존재감이 워낙 대단하지만,주연과 조연을 가리지 않고최고의 배우들이 영화를 이끌어나간다.사회의 부조리를 다루면서도, 장르적 재미를 놓치지 않은 수작!",부당거래
"꽃,,",4.0,"이게 대한민국 현실이겠지?씁쓸하다,, 그치만 난 이런 영화라면 얼마든지 환영이야그나저나 류승범 연기 정말 좋네",부당거래
coenjung,4.0,영화는 재미있다. 시나리오도 탄탄하고 연출.촬영..특히 배우들의연기호흡이 너무나 좋다. 류승완은 액션없이도 이렇게영화 잘찍는다.,부당거래
경인,4.0,"그러니까, 다 부질없다구요. 계속 이렇게 돌고 도는 거에요.",부당거래
Dh,4.0,호의가 계속 되면 그게 권리인줄 안다,부당거래
송재한,4.0,이토록 세고 과감한 사회비판을 영화 속에 집어넣을 수 있다는 류승완의 패기! 배우와 대사의 적절한 앙상블!,부당거래
알베르 카뮈,4.0,역시 2010년대 씨네21 top10에 선정될 만하다..@울산집,부당거래
Noname,4.0,이거 각본 쓰신 분이 신세계 감독님이셨던가?아저씨만큼 많이 본 영화 명대사가 계속되면 마스터피스 인줄 알아요-,부당거래
yubinsomnia,4.0,가히 범죄액션계의 바이블,부당거래
반이야,3.5,"어떤 일에 대해 계산적인지 아닌지에대해,골치가 아프면 계산적인거,마음이 아프면 안계산적인거란말을 들었었다이런류의 영화에선골치아픈 사람이 넘 많이 나온다동석이형이 죽어서난 마음이 아팠음ㅜ",부당거래
고양이가물어,3.5,마지막에 펄럭이던 태극기가 참 청승맞더라...,부당거래
캔디쉬,5.0,"난 이 영화를 본 이후로 부패권력가 유해진이 소시민(?)으로 표현되는 황정민에게 했던 ""당연하지, 우린 '목숨 걸고' 일하잖아."" 라는 한마디가 기억에 많이 남는다.소시민의 부패권력층을 향한 ""너네들 같이 법 안지키는 새끼들이 더 잘 먹고 잘살아."" 라는 냉소에 대한 또다른 냉소어린 대답이자 개인적으로 이 작품의 또다른 메세지라고 느꼈던 한마디.법도 어기려면 목숨 걸고 어기라는, 결국은 사람은 착하게 살아야 한다는 교훈의 반어적 표현",부당거래
이진수/(Binary),4.0,"부당거래,베테랑을 만든사람이 군함도를 왜 만들어",부당거래
jww,3.0,승자는 강한 악당악당이 될거라면 강한악당이 되자,부당거래
Holio,4.5,누군가의 호의에 의해 의무이행없이 너무도 쉽게들 찾아가는 권리호의가 계속되면 그게 당연한 권리들인줄 알아요 부당한새키들,부당거래
송경택,4.5,대한민국의 '불법 거래' 라는 게임 혹은 (블랙)코미디.,부당거래
김다베,4.5,미친 각본. 부당한 거래들로 얼룩진 우리 사회. 그 속에서 최철기는 타락하지 않았어도 괜찮았을까. 확실하지 않은 정의보다 확실해 보이는 불의를 택한 사람들.,부당거래
조제,3.0,"호의가 계속 되면 권리인줄 알아요최고의 명대사.""이 정도면 막가자는 거지요?""호의가 계속 되었을때 일어나는 대참사친구같은 경찰 친구같은 검사 친구같은 선생님은존재하지않는다. ""친구같은"" 을 자처할때필요했던 위치와 역할도 잃어버렸다.",부당거래
세훈,5.0,명대사 명연기. 하지만 그 어느 누구도 신경쓰지 않는 피해자와 누군지 상관없는 가해자. 그리고 그걸 보는 우리. 정말 명작.,부당거래
Eagleeye17,4.0,켄 로치와 마이클 무어도 벌벌 떨게 할 서슬퍼런 비판 정신,부당거래
JJ,4.0,그러고보니 승범이형 요즘 어디갔음?,부당거래
차노스,4.5,치밀하게 얽고 섥힌 부패의 그림자. 영화 분위기에 맞는 열연이 인상 깊다.,부당거래
Woody,3.0,"확실히 볼만하다. 돈없고 빽없는 나쁜놈은 벌받고, 있는 나쁜놈은 면죄되는 사회를 정확하게 짚어서 아주 재미있게 구성했다.다만, 전개가 치밀하지 못한점이 아쉬움으로 남는다.1. 대호는 총을 맞아 죽었는데.. 조폭과의 칼부림이라니.. 심지어 장석구는 건설사대표 아닌가..2. 김회장은 대놓고 검사가 보는앞에서 죽었는데도. 그냥 무시.3. 최철기가 죽은곳은 현충원 납골당아닌가.. 그런 대로변에서 죽었는데 보복이라니..4. 주검사와 라이벌 구도로 그려놓고는 주변인물 잡혀갔다고 바로 석고대죄.. 그럴건데 쎈척하는 캐릭터는 왜 잡은건지.이래저래 아쉬움도 많이 남는 영화.",부당거래
idaein,4.5,진정한 악당들의 세계,부당거래
유진,3.5,류승범의 연기가 좋았다.,부당거래
샌드,4.0,이런 부류의 한국 영화 중 최고작.,부당거래
이상현,4.0,"무엇을 위해,탄식으로 가득한 '왜'.",부당거래
